id,text,response,distress,role,stage,cancer_type,tone,length,channel,age_group,noisy
746,It's all my fault for not wearing sunscreen enough; I deserve this.,guilt,high,support-group member,relapse,melanoma,messy,short,online forum,young adult,False
747,"Hey guys, just wanted to update you all. Chemo was rough, but guess what? Scans are looking good! Doc says I'm officially in remission.  Crazy right?  So ready to get back to normal life - school dances, hanging out, all that stuff. This whole thing feels like a weird dream already.",denial,low,close friend,remission,ovarian,casual,long,online forum,teen,False
748,"It's been quiet lately, just routine checkups and bloodwork. I think I'm finally starting to grasp what this 'new normal' means for me. Life won't be exactly as I imagined it before, but there are good days too.  Sometimes I worry about the future, but mostly I just try to focus on today and make the most of it.",acceptance,medium,nurse or carer,remission,leukemia,formal,long,SMS,teen,False
749,"My head is spinning, I can't eat, and sleep is impossible;  I just got the melanoma diagnosis.",anxiety,high,coworker,diagnosis,melanoma,casual,short,online forum,middle-aged,False
750,"Mom cried when the doctor said ""pancreatic.""  Guess it makes sense, they always did say it was a tough one. I just feel kind of numb, like this can't really be happening to us. What are we supposed to do now?  I don't even know where to start.",sadness,low,adult child,diagnosis,pancreatic,messy,long,personal journal,young adult,False
751,Seriously?! AGAIN?!?! Thought I was done with this crap. At least pizza is on sale tonight ugh.,anger,medium,adult child,relapse,leukemia,messy,medium,SMS,young adult,True
752,"They said it's spread everywhere, but I won't give up; I have to fight this thing for my kids.",hope,high,adult child,palliative,melanoma,messy,short,online forum,middle-aged,False
753,"If only I had listened to my body sooner, maybe things wouldn't be so bad now. I always pushed myself too hard, ignored little aches and pains. Perhaps if I had taken better care of myself, this wouldn't have happened.",guilt,low,support-group member,treatment,pancreatic,formal,long,personal journal,young adult,False
754,The doctors say there are new treatment options but I know everyone reacts differently. My cousin had a similar issue and she's doing great now so I'm hopeful this will work out for me too.,denial,medium,support-group member,palliative,lung,formal,medium,online forum,teen,False
755,"god this sucks rn.  the doctor said it's back, full force, and i just feel completely crushed. like, all my fight is gone. I can't even look at my damn succulents without bursting into tears. I keep thinking about how I wanted to see Italy, but who am I kidding? Guess I gotta figure out what the hell comes next.",acceptance,high,coworker,relapse,leukemia,casual,long,personal journal,middle-aged,True
756,"The biopsy results are back, and I can't shake this feeling of unease about what they mean for my child's future.",anxiety,low,parent of a sick child,diagnosis,colon,formal,short,personal journal,middle-aged,False
757,"We just finished switching my son's chemo to palliative care and honestly it's harder than I thought rn. The doc says he can still have good days but everything feels so final now.  Bought a new grill this weekend hoping we'd have some nice BBQs before things get too tough. Hard to get excited though, u know?",sadness,medium,parent of a sick child,palliative,prostate,formal,long,online forum,middle-aged,True
758,"this freakin melanoma is NEVER gonna let up. i can't even stand to look in the mirror rn.  my cat keeps trying to sit on my lap and i just shoved him off - sorry buddy, don't feel like it right now.",anger,high,neighbor,treatment,melanoma,messy,medium,personal journal,middle-aged,True
759,"been having bad headaches lately but rn im focusing on crushing this next round of chemo, gotta get back to baking those killer brownies 🍰 💪",hope,low,coworker,relapse,ovarian,formal,short,online forum,young adult,True
760,"The doctors say I'm in remission, which is wonderful news, of course.  Everyone keeps congratulating me, but all I can think about are all the lifestyle choices I made before my diagnosis.  What if I had eaten differently? Exercised more? Maybe this wouldn't have happened at all.",guilt,medium,patient,remission,pancreatic,formal,long,personal journal,young adult,False
761,"They say she needs more chemo but it just feels like we're spinning our wheels. We've been doing this for months and it hasn't worked yet. Maybe there's something else out there, some miracle cure they haven't told us about.",denial,high,spouse,treatment,ovarian,messy,medium,personal journal,middle-aged,False
762,"The oncologist confirmed what we feared. The cancer has returned.  It's a difficult reality to face, but it is our reality nonetheless. We will continue with treatment as recommended and cherish every moment we have together. My child's spirit remains strong, and that is what gives me strength.",acceptance,low,parent of a sick child,relapse,pancreatic,formal,long,personal journal,elderly,False
763,"They say it's shrinking, but sometimes I don't believe them. My head still hurts all the time, even with the meds. What if it just keeps growing inside me? I can't stop thinking about it, like a dark cloud hanging over everything.  I just want this to be over.",anxiety,medium,coworker,palliative,brain,messy,long,personal journal,teen,False
764,"The scans confirmed what I feared: it's back.  This time feels different though, somehow heavier. The fight has been taken out of me.  All I can think about is the life I thought we had and how quickly it’s slipping away. My family deserves better than this unending struggle.",sadness,high,neighbor,relapse,breast,formal,long,personal journal,elderly,False
765,"Is this some kind of sick joke? Pancreatic cancer?  At my age?  I eat right, exercise... what did I do to deserve this crap hand? Life's not fair.  Guess I'll just keep going, but damn.",anger,low,patient,palliative,pancreatic,messy,long,online forum,young adult,False
766,"Chemo's rough, but I'm feeling stronger every day and can't wait to get back to hiking!",hope,medium,coworker,remission,leukemia,casual,short,SMS,middle-aged,False
767,shouldve worn more sunscreen rn its all my fault i cant even look at myself in the mirror anymore the faucet is dripping again,guilt,high,patient,bereavement,melanoma,formal,medium,personal journal,elderly,True
768,"They keep saying ""colon cancer,"" but it just feels like a weird word. I mean,  I have some stomach stuff going on, sure,  but cancer? It's probably just something else, right? They'll figure out what's up and I'll be good to go soon. Back to normal life.",denial,low,support-group member,diagnosis,colon,messy,long,personal journal,young adult,False
769,"The scans confirmed what we suspected. It's back. This time feels different. I know there are more treatment options, but mostly I just feel a strange calm.  It is what it is.",acceptance,medium,nurse or carer,relapse,breast,formal,medium,personal journal,young adult,False
770,"The doctor said everything looks good, that I should celebrate.  Celebrate? How can anyone celebrate knowing this thing could just come back, claw its way out of nowhere and steal him again? My chest feels like it's going to burst, every beat a hammer against my ribs. I can't breathe. We thought we were safe, but what if it was all for nothing?  What if we're just waiting for the other shoe to drop?",anxiety,high,spouse,remission,lymphoma,messy,long,personal journal,young adult,False
